Timestamp,AccelX,AccelY,AccelZ,DoorHall,FloorHall
1775247321.389664,0.0,0.0,0.0053435987792909145,-1180283456,967200768
1775247321.3897288,0.0,0.0,0.002903598826378584,-1163296624,967200768
1775247321.3897626,0.0,0.0,0.003879598807543516,-1149982544,978524160
1775247321.3898065,0.0,0.011199599131941795,0.005538800731301308,-1156899328,0
1775247321.389846,0.0,0.01071159914135933,0.0006588008254766464,-1156899328,0
1775247321.3898752,0.0,0.01071159914135933,-0.000805199146270752,978524160,0
1775247321.3899045,0.0,0.007783598732203245,-0.000805199146270752,984186880,0
1775247321.3899326,0.0,0.005831598769873381,-0.0027571991086006165,984186880,0
1775247321.38997,0.0,0.01071159914135933,-0.005197199061512947,-1140672128,0
1775247321.3900163,0.0,0.01071159914135933,-0.004221199080348015,-1131589248,0
1775247321.390044,0.0,0.016079599037766457,-0.004221199080348015,1037862368,0
1775247321.3900833,0.0,0.019983598962426186,-0.0017811991274356842,-1143637504,0
1775247321.3901117,0.0,0.019983598962426186,0.008466800674796104,1032360512,0
1775247321.3901386,0.0,0.023887598887085915,0.008466800674796104,1020164928,0
1775247321.390165,0.0,0.01315159909427166,-0.021789198741316795,1020164928,0
1775247321.3901908,0.0,0.006319598760455847,-0.02862119860947132,-1121543520,0
1775247321.3902166,0.0,0.006319598760455847,0.012370800599455833,-1125825408,0
1775247321.3902423,0.0,0.019007598981261253,0.012370800599455833,-1125825408,0
1775247321.390268,0.0,0.014615599066019058,0.04067479819059372,1028861344,0
1775247321.390294,0.0,0.014615599066019058,-0.0173971988260746,1012208640,0
1775247321.3903196,0.0,0.005831598769873381,-0.0173971988260746,-1118399616,0
1775247321.3903453,0.0,-0.000512401107698679,-0.0447251982986927,-1118399616,0
1775247321.390371,0.0,0.0009515988640487194,-0.001293199136853218,1004160512,0
1775247321.390412,0.0,0.0009515988640487194,-0.001293199136853218,1025193440,0
1775247321.3904433,0.0,0.012663599103689194,0.018226800486445427,1025193440,0
1775247321.3904696,0.0,-0.011736400425434113,-0.0173971988260746,-1129231296,0
1775247321.3904955,0.0,-0.011736400425434113,0.003586800768971443,999968768,0
1775247321.3905213,0.0,-0.01076040044426918,0.003586800768971443,1025455456,0
1775247321.3905473,0.0,0.0014395988546311855,0.00895480252802372,1025455456,0
1775247321.390573,0.0,-0.01466440036892891,-0.029109198600053787,-1150611456,0
1775247321.3905993,0.0,-0.01466440036892891,-0.029109198600053787,-1129755296,0
1775247321.3906255,0.0,-0.016616400331258774,-0.005685199052095413,-1129755296,0
1775247321.390653,0.0,-0.004904401022940874,0.03774680197238922,1014828544,0
1775247321.3906786,0.0,-0.004904401022940874,0.008466800674796104,-1160361984,0
1775247321.3907044,0.0,-0.01076040044426918,0.008466800674796104,-1138576256,0
1775247321.39073,0.0,-0.017592400312423706,-0.016421198844909668,-1138576256,0
1775247321.3907564,0.0,-0.017592400312423706,-0.0066611990332603455,-1148877312,0
