Timestamp,AccelX,AccelY,AccelZ,DoorHall,FloorHall
1775804370.346564,0.004880,0.013664,1.016504,0,0
1775804370.346564,0.005368,0.014640,1.016504,0,0
1775804370.346564,0.005368,0.014640,1.016504,0,0
1775804370.346564,0.002440,0.014152,1.018456,0,0
1775804370.346564,0.002440,0.014152,1.018456,0,0
1775804370.346564,0.002440,0.014152,1.016504,0,0
1775804370.346564,0.001952,0.014640,1.016504,0,0
1775804370.346564,0.001952,0.014640,1.016504,0,0
1775804370.346564,0.003904,0.017568,1.016016,0,0
1775804370.346564,0.003904,0.017568,1.016016,0,0
1775804370.346564,0.003904,0.017568,1.016504,0,0
1775804370.346564,0.005368,0.012200,1.016504,0,0
1775804370.346564,0.005368,0.012200,1.016504,0,0
1775804370.346564,0.005368,0.014640,1.015528,0,0
1775804370.346564,0.005368,0.014640,1.015528,0,0
1775804370.346564,0.005368,0.014640,1.016016,0,0
1775804370.346564,0.002440,0.014640,1.016016,0,0
1775804370.346564,0.002440,0.014640,1.016016,0,0
1775804370.346564,0.005856,0.014152,1.016992,0,0
1775804370.346564,0.005856,0.014152,1.016992,0,0
1775804370.346564,0.005856,0.014152,1.019920,0,0
1775804370.346564,0.002928,0.018056,1.019920,0,0
1775804370.346564,0.002928,0.018056,1.019920,0,0
1775804370.346564,-0.000976,0.011712,1.021384,0,0
1775804370.346564,-0.000976,0.011712,1.021384,0,0
1775804370.346564,-0.000976,0.011712,1.024800,0,0
1775804370.346564,0.008296,0.011224,1.024800,0,0
1775804370.346564,0.008296,0.011224,1.024800,0,0
1775804370.346564,0.002928,0.013176,1.017480,0,0
1775804370.346564,0.002928,0.013176,1.017480,0,0
1775804370.346564,0.002928,0.014152,1.019432,0,0
1775804370.346564,0.002928,0.014152,1.019432,0,0
1775804370.346564,0.002928,0.014152,1.019432,0,0
1775804370.346564,-0.001952,0.010736,1.019432,0,0
1775804370.346564,-0.001952,0.010736,1.019432,0,0
1775804370.346564,-0.001952,0.011224,1.016992,0,0
1775804370.346564,0.003416,0.011224,1.016992,0,0
1775804370.346564,0.003416,0.011224,1.016992,0,0
1775804370.346564,0.004880,0.017080,1.013576,0,0
1775804370.346564,0.004880,0.017080,1.013576,0,0
1775804370.346564,0.004880,0.015616,1.015528,0,0
1775804370.346564,0.004392,0.015616,1.015528,0,0
1775804370.346564,0.004392,0.015616,1.015528,0,0
1775804370.346564,0.003416,0.017568,1.018944,0,0
1775804370.346564,0.003416,0.017568,1.018944,0,0
1775804370.346564,0.003416,0.017568,1.020896,0,0
1775804370.346564,0.002440,0.017568,1.020896,0,0
1775804370.346564,0.002440,0.017568,1.020896,0,0
1775804370.346564,0.002440,0.012200,1.017480,0,0
1775804370.346564,0.002440,0.012200,1.017480,0,0
1775804370.406733,0.006344,0.010736,1.018944,0,0
1775804370.406733,0.000976,0.010736,1.018944,0,0
1775804370.406733,0.000976,0.010736,1.018944,0,0
1775804370.406733,0.001464,0.010248,1.020408,0,0
1775804370.406733,0.001464,0.010248,1.020408,0,0
1775804370.406733,-0.002440,0.006832,1.019920,0,0
1775804370.406733,-0.002440,0.006832,1.019920,0,0
1775804370.406733,-0.002440,0.006832,1.019920,0,0
1775804370.406733,0.000000,0.009760,1.018944,0,0
1775804370.406733,0.000000,0.009760,1.018944,0,0
1775804370.406733,0.001952,0.013176,1.018944,0,0
1775804370.406733,0.001952,0.013176,1.018944,0,0
1775804370.406733,0.001952,0.013176,1.018944,0,0
1775804370.406733,0.001952,0.010736,1.016504,0,0
1775804370.406733,0.001952,0.010736,1.016504,0,0
1775804370.406733,0.004392,0.013176,1.020408,0,0
1775804370.406733,0.004392,0.013176,1.020408,0,0
1775804370.406733,0.004392,0.013176,1.020408,0,0
1775804370.406733,0.004392,0.016592,1.015040,0,0
1775804370.406733,0.004392,0.016592,1.015040,0,0
1775804370.406733,-0.000488,0.014640,1.019920,0,0
1775804370.406733,-0.000488,0.014640,1.019920,0,0
1775804370.406733,-0.000488,0.014640,1.019920,0,0
1775804370.406733,-0.000976,0.013664,1.019920,0,0
1775804370.406733,-0.000976,0.013664,1.019920,0,0
1775804370.406733,0.001464,0.012688,1.019432,0,0
1775804370.406733,0.001464,0.012688,1.019432,0,0
1775804370.406733,0.001464,0.012688,1.019432,0,0
1775804370.406733,0.001464,0.014152,1.016016,0,0
1775804370.406733,0.001464,0.014152,1.016016,0,0
1775804370.406733,0.003904,0.017568,1.015528,0,0
1775804370.406733,0.003904,0.017568,1.015528,0,0
1775804370.406733,0.003904,0.017568,1.015528,0,0
1775804370.406733,0.002928,0.016104,1.018944,0,0
1775804370.406733,0.002928,0.016104,1.018944,0,0
1775804370.406733,0.002440,0.016592,1.016504,0,0
1775804370.406733,0.002440,0.016592,1.016504,0,0
1775804370.406733,0.002440,0.016592,1.018456,0,0
1775804370.406733,0.001952,0.019520,1.018456,0,0
1775804370.406733,0.001952,0.019520,1.018456,0,0
1775804370.406733,0.003416,0.017568,1.016504,0,0
1775804370.406733,0.003416,0.017568,1.016504,0,0
1775804370.406733,0.003416,0.017568,1.017480,0,0
1775804370.406733,0.002928,0.016592,1.017480,0,0
1775804370.406733,0.002928,0.016592,1.017480,0,0
1775804370.406733,-0.000488,0.014640,1.019432,0,0
1775804370.406733,-0.000488,0.014640,1.019432,0,0
1775804370.406733,-0.000488,0.014640,1.019920,0,0
1775804370.406733,0.003416,0.014152,1.019920,0,0
1775804370.406733,0.003416,0.014152,1.019920,0,0
1775804370.466526,-0.002440,0.009760,1.021872,0,0
1775804370.466526,-0.002440,0.009760,1.021872,0,0
1775804370.466526,-0.002440,0.009760,1.020408,0,0
1775804370.466526,0.002928,0.014152,1.020408,0,0
1775804370.466526,0.002928,0.014152,1.020408,0,0
1775804370.466526,0.000488,0.015128,1.016504,0,0
1775804370.466526,0.000488,0.015128,1.016504,0,0
1775804370.466526,0.000488,0.015128,1.018944,0,0
