Timestamp,AccelX,AccelY,AccelZ,DoorHall,FloorHall
1775804450.398937,0.001464,0.016592,1.019920,0,0
1775804450.398937,0.001464,0.016592,1.019920,0,0
1775804450.398937,0.001464,0.016592,1.019920,0,0
1775804450.398937,0.001464,0.020008,1.020896,0,0
1775804450.398937,0.001464,0.020008,1.020896,0,0
1775804450.398937,0.001952,0.018544,1.022360,0,0
1775804450.398937,0.001952,0.018544,1.022360,0,0
1775804450.398937,0.001952,0.018544,1.022360,0,0
1775804450.398937,0.000000,0.018056,1.018456,0,0
1775804450.398937,0.000000,0.018056,1.018456,0,0
1775804450.398937,0.001952,0.018544,1.020408,0,0
1775804450.398937,0.001952,0.018544,1.020408,0,0
1775804450.398937,0.001952,0.018544,1.020408,0,0
1775804450.398937,-0.000976,0.015128,1.018944,0,0
1775804450.398937,-0.000976,0.015128,1.018944,0,0
1775804450.398937,0.007808,0.016592,1.020408,0,0
1775804450.398937,0.007808,0.016592,1.020408,0,0
1775804450.398937,0.007808,0.016592,1.020408,0,0
1775804450.398937,0.002928,0.020008,1.019920,0,0
1775804450.398937,0.002928,0.020008,1.019920,0,0
1775804450.398937,-0.001464,0.014152,1.018944,0,0
1775804450.398937,-0.001464,0.014152,1.018944,0,0
1775804450.398937,-0.001464,0.014152,1.020408,0,0
1775804450.398937,0.000976,0.018544,1.020408,0,0
1775804450.398937,0.000976,0.018544,1.020408,0,0
1775804450.398937,0.001952,0.019032,1.017968,0,0
1775804450.398937,0.001952,0.019032,1.017968,0,0
1775804450.398937,0.001952,0.019032,1.017968,0,0
1775804450.398937,0.004880,0.020496,1.017968,0,0
1775804450.398937,0.004880,0.020496,1.017968,0,0
1775804450.398937,0.002440,0.018056,1.017968,0,0
1775804450.398937,0.002440,0.018056,1.017968,0,0
1775804450.398937,0.002440,0.018056,1.018456,0,0
1775804450.398937,0.002440,0.016104,1.018456,0,0
1775804450.398937,0.002440,0.016104,1.018456,0,0
1775804450.398937,0.002440,0.014640,1.024312,0,0
1775804450.398937,0.002440,0.014640,1.024312,0,0
1775804450.398937,0.002440,0.014640,1.026264,0,0
1775804450.398937,0.005856,0.011712,1.026264,0,0
1775804450.398937,0.005856,0.011712,1.026264,0,0
1775804450.398937,0.000000,0.014152,1.020408,0,0
1775804450.398937,0.000000,0.014152,1.020408,0,0
1775804450.398937,0.000000,0.014152,1.018456,0,0
1775804450.398937,0.003416,0.019520,1.018456,0,0
1775804450.398937,0.003416,0.019520,1.018456,0,0
1775804450.398937,-0.000488,0.014152,1.019432,0,0
1775804450.398937,-0.000488,0.014152,1.019432,0,0
1775804450.398937,-0.000488,0.014152,1.020896,0,0
1775804450.398937,-0.000488,0.014152,1.020896,0,0
1775804450.398937,-0.000488,0.014152,1.020896,0,0
1775804450.459274,-0.002440,0.012200,1.018456,0,0
1775804450.459274,-0.002440,0.012200,1.018456,0,0
1775804450.459274,-0.002440,0.018544,1.020896,0,0
1775804450.459274,0.000976,0.018544,1.020896,0,0
1775804450.459274,0.000976,0.018544,1.020896,0,0
1775804450.459274,0.000488,0.016104,1.017968,0,0
1775804450.459274,0.000488,0.016104,1.017968,0,0
1775804450.459274,0.000488,0.013176,1.020408,0,0
1775804450.459274,0.000488,0.013176,1.020408,0,0
1775804450.459274,0.000488,0.013176,1.020408,0,0
1775804450.459274,0.000976,0.013176,1.021872,0,0
1775804450.459274,0.000976,0.013176,1.021872,0,0
1775804450.459274,0.000976,0.012688,1.024312,0,0
1775804450.459274,0.007808,0.012688,1.024312,0,0
1775804450.459274,0.007808,0.012688,1.024312,0,0
1775804450.459274,0.002928,0.020008,1.016504,0,0
1775804450.459274,0.002928,0.020008,1.016504,0,0
1775804450.459274,0.002928,0.018056,1.017968,0,0
1775804450.459274,0.000976,0.018056,1.017968,0,0
